identifier,section,parameter,value
K.PLU_LEP_FS@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (Landesentwicklungsplan Flughafenstandortentwicklung),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.PLU_LEP_FS@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/PLU_LEP_FS
K.PLU_LEP_FS@senstadt,Technische Angaben,Standard,WMS
K.PLU_LEP_FS@senstadt,Technische Angaben,Version,1.0.0
K.PLU_LEP_FS@senstadt,Technische Angaben,Version,1.1.0
K.PLU_LEP_FS@senstadt,Technische Angaben,Version,1.1.1
K.PLU_LEP_FS@senstadt,Technische Angaben,Version,1.3.0
K.PLU_LEP_FS@senstadt,Technische Angaben,Operationen,GetCapabilities
K.PLU_LEP_FS@senstadt,Technische Angaben,Operationen,GetMap
K.PLU_LEP_FS@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.PLU_LEP_FS@senstadt,Technische Angaben,Grafikformate,image/png
K.PLU_LEP_HR@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (Landesentwicklungsplan Hauptstadtregion Berlin-Brandenburg),Kurzbeschreibung,"Dargestellt ist die räumliche Ausdehnung des Landesentwicklungsplans der Hauptstadtregion Berlin-Brandenburg (LEP HR) sowie die ergänzenden Vorschriften zur geplanten Bodennutzung mittels Attributen des INSPIRE-Datenmodells ""Bodennutzung""."
K.PLU_LEP_HR@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (Landesentwicklungsplan Hauptstadtregion Berlin-Brandenburg),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.PLU_LEP_HR@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (Landesentwicklungsplan Hauptstadtregion Berlin-Brandenburg),Ausdehnung,"EPSG:25833: 249951,3, 5693321,87, 485434,96, 5930575,12"
K.PLU_LEP_HR@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (Landesentwicklungsplan Hauptstadtregion Berlin-Brandenburg),Ausdehnung,"EPSG:4258: 11,41, 51,34, 14,78, 53,52"
K.PLU_LEP_HR@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (Landesentwicklungsplan Hauptstadtregion Berlin-Brandenburg),Ebenen,Ausdehnung eines räumlichen Plans
K.PLU_LEP_HR@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (Landesentwicklungsplan Hauptstadtregion Berlin-Brandenburg),Ebenen,Vorschriften zur Ergänzung der flächenhaften bodennutzungsrelevanten Zonierungen
K.PLU_LEP_HR@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (Landesentwicklungsplan Hauptstadtregion Berlin-Brandenburg),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.PLU_LEP_HR@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (Landesentwicklungsplan Hauptstadtregion Berlin-Brandenburg),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.PLU_LEP_HR@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/PLU_LEP_HR
K.PLU_LEP_HR@senstadt,Technische Angaben,Standard,WMS
K.PLU_LEP_HR@senstadt,Technische Angaben,Version,1.0.0
K.PLU_LEP_HR@senstadt,Technische Angaben,Version,1.1.0
K.PLU_LEP_HR@senstadt,Technische Angaben,Version,1.1.1
K.PLU_LEP_HR@senstadt,Technische Angaben,Version,1.3.0
K.PLU_LEP_HR@senstadt,Technische Angaben,Operationen,GetCapabilities
K.PLU_LEP_HR@senstadt,Technische Angaben,Operationen,GetMap
K.PLU_LEP_HR@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.PLU_LEP_HR@senstadt,Technische Angaben,Grafikformate,image/png
K.PLU_LaPro_BA@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Biotop- und Artenschutz),Kurzbeschreibung,"Dargestellt ist die geplante Bodennutzung auf der Ebene des Programmplans Biotop- und Artenschutz des Landschaftsprogramms. Die Gebiete sind durch Attribute des INSPIRE-Datenmodells ""Bodennutzung"" beschrieben."
K.PLU_LaPro_BA@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Biotop- und Artenschutz),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.PLU_LaPro_BA@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Biotop- und Artenschutz),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.PLU_LaPro_BA@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Biotop- und Artenschutz),Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.PLU_LaPro_BA@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Biotop- und Artenschutz),Ebenen,Ausdehnung eines räumlichen Plans
K.PLU_LaPro_BA@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Biotop- und Artenschutz),Ebenen,Raum-/Flächenplanungsobjekte nach dem Hierarchical INSPIRE Land Use Classification System auf der am besten geeigneten Ebene
K.PLU_LaPro_BA@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Biotop- und Artenschutz),Ebenen,Vorschriften zur Ergänzung der flächenhaften bodennutzungsrelevanten Zonierungen
K.PLU_LaPro_BA@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Biotop- und Artenschutz),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.PLU_LaPro_BA@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Biotop- und Artenschutz),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.PLU_LaPro_BA@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/PLU_LaPro_BA
K.PLU_LaPro_BA@senstadt,Technische Angaben,Standard,WMS
K.PLU_LaPro_BA@senstadt,Technische Angaben,Version,1.0.0
K.PLU_LaPro_BA@senstadt,Technische Angaben,Version,1.1.0
K.PLU_LaPro_BA@senstadt,Technische Angaben,Version,1.1.1
K.PLU_LaPro_BA@senstadt,Technische Angaben,Version,1.3.0
K.PLU_LaPro_BA@senstadt,Technische Angaben,Operationen,GetCapabilities
K.PLU_LaPro_BA@senstadt,Technische Angaben,Operationen,GetMap
K.PLU_LaPro_BA@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.PLU_LaPro_BA@senstadt,Technische Angaben,Grafikformate,image/png
K.PLU_LaPro_EF@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Erholung und Freiraumnutzung),Kurzbeschreibung,"Dargestellt ist die geplante Bodennutzung auf der Ebene des Programmplans Erholung und Freiraumnutzung des Landschaftsprogramms. Die Gebiete sind durch Attribute des INSPIRE-Datenmodells ""Bodennutzung"" beschrieben."
K.PLU_LaPro_EF@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Erholung und Freiraumnutzung),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.PLU_LaPro_EF@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Erholung und Freiraumnutzung),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.PLU_LaPro_EF@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Erholung und Freiraumnutzung),Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.PLU_LaPro_EF@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Erholung und Freiraumnutzung),Ebenen,Ausdehnung eines räumlichen Plans
K.PLU_LaPro_EF@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Erholung und Freiraumnutzung),Ebenen,Raum-/Flächenplanungsobjekte nach dem Hierarchical INSPIRE Land Use Classification System auf der am besten geeigneten Ebene
K.PLU_LaPro_EF@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Erholung und Freiraumnutzung),Ebenen,Vorschriften zur Ergänzung der flächenhaften bodennutzungsrelevanten Zonierungen
K.PLU_LaPro_EF@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Erholung und Freiraumnutzung),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.PLU_LaPro_EF@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Erholung und Freiraumnutzung),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.PLU_LaPro_EF@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/PLU_LaPro_EF
K.PLU_LaPro_EF@senstadt,Technische Angaben,Standard,WMS
K.PLU_LaPro_EF@senstadt,Technische Angaben,Version,1.0.0
K.PLU_LaPro_EF@senstadt,Technische Angaben,Version,1.1.0
K.PLU_LaPro_EF@senstadt,Technische Angaben,Version,1.1.1
K.PLU_LaPro_EF@senstadt,Technische Angaben,Version,1.3.0
K.PLU_LaPro_EF@senstadt,Technische Angaben,Operationen,GetCapabilities
K.PLU_LaPro_EF@senstadt,Technische Angaben,Operationen,GetMap
K.PLU_LaPro_EF@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.PLU_LaPro_EF@senstadt,Technische Angaben,Grafikformate,image/png
K.PLU_LaPro_GAK@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Gesamtstädtische Ausgleichskonzeption),Kurzbeschreibung,"Dargestellt ist die geplante Bodennutzung auf der Ebene der Gesamtstädtischen Ausgleichskonzeption des Landschaftsprogramms. Die Gebiete sind durch Attribute des INSPIRE-Datenmodells ""Bodennutzung"" beschrieben."
K.PLU_LaPro_GAK@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Gesamtstädtische Ausgleichskonzeption),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.PLU_LaPro_GAK@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Gesamtstädtische Ausgleichskonzeption),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.PLU_LaPro_GAK@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Gesamtstädtische Ausgleichskonzeption),Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.PLU_LaPro_GAK@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Gesamtstädtische Ausgleichskonzeption),Ebenen,Ausdehnung eines räumlichen Plans
K.PLU_LaPro_GAK@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Gesamtstädtische Ausgleichskonzeption),Ebenen,Vorschriften zur Ergänzung der flächenhaften bodennutzungsrelevanten Zonierungen
K.PLU_LaPro_GAK@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Gesamtstädtische Ausgleichskonzeption),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.PLU_LaPro_GAK@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Gesamtstädtische Ausgleichskonzeption),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.PLU_LaPro_GAK@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/PLU_LaPro_GAK
K.PLU_LaPro_GAK@senstadt,Technische Angaben,Standard,WMS
K.PLU_LaPro_GAK@senstadt,Technische Angaben,Version,1.0.0
K.PLU_LaPro_GAK@senstadt,Technische Angaben,Version,1.1.0
K.PLU_LaPro_GAK@senstadt,Technische Angaben,Version,1.1.1
K.PLU_LaPro_GAK@senstadt,Technische Angaben,Version,1.3.0
K.PLU_LaPro_GAK@senstadt,Technische Angaben,Operationen,GetCapabilities
K.PLU_LaPro_GAK@senstadt,Technische Angaben,Operationen,GetMap
K.PLU_LaPro_GAK@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.PLU_LaPro_GAK@senstadt,Technische Angaben,Grafikformate,image/png
K.PLU_LaPro_LB@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Landschaftsbild),Kurzbeschreibung,"Dargestellt ist die geplante Bodennutzung auf der Ebene des Programmplans Landschaftsbild des Landschaftsprogramms. Die Gebiete sind durch Attribute des INSPIRE-Datenmodells ""Bodennutzung"" beschrieben."
K.PLU_LaPro_LB@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Landschaftsbild),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.PLU_LaPro_LB@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Landschaftsbild),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.PLU_LaPro_LB@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Landschaftsbild),Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.PLU_LaPro_LB@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Landschaftsbild),Ebenen,Ausdehnung eines räumlichen Plans
K.PLU_LaPro_LB@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Landschaftsbild),Ebenen,Raum-/Flächenplanungsobjekte nach dem Hierarchical INSPIRE Land Use Classification System auf der am besten geeigneten Ebene
K.PLU_LaPro_LB@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Landschaftsbild),Ebenen,Vorschriften zur Ergänzung der flächenhaften bodennutzungsrelevanten Zonierungen
K.PLU_LaPro_LB@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Landschaftsbild),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.PLU_LaPro_LB@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Landschaftsbild),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.PLU_LaPro_LB@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/PLU_LaPro_LB
K.PLU_LaPro_LB@senstadt,Technische Angaben,Standard,WMS
K.PLU_LaPro_LB@senstadt,Technische Angaben,Version,1.0.0
K.PLU_LaPro_LB@senstadt,Technische Angaben,Version,1.1.0
K.PLU_LaPro_LB@senstadt,Technische Angaben,Version,1.1.1
K.PLU_LaPro_LB@senstadt,Technische Angaben,Version,1.3.0
K.PLU_LaPro_LB@senstadt,Technische Angaben,Operationen,GetCapabilities
K.PLU_LaPro_LB@senstadt,Technische Angaben,Operationen,GetMap
K.PLU_LaPro_LB@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.PLU_LaPro_LB@senstadt,Technische Angaben,Grafikformate,image/png
K.PLU_LaPro_NU@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Naturhaushalt/Umweltschutz),Kurzbeschreibung,"Dargestellt ist die geplante Bodennutzung auf der Ebene des Programmplans Naturhaushalt/Umweltschutz des Landschaftsprogramms. Die Gebiete sind durch Attribute des INSPIRE-Datenmodells ""Bodennutzung"" beschrieben."
K.PLU_LaPro_NU@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Naturhaushalt/Umweltschutz),Koordinatensysteme,"EPSG:25833, EPSG:4258"
K.PLU_LaPro_NU@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Naturhaushalt/Umweltschutz),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.PLU_LaPro_NU@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Naturhaushalt/Umweltschutz),Ausdehnung,"EPSG:4258: 13,08, 52,33, 13,77, 52,69"
K.PLU_LaPro_NU@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Naturhaushalt/Umweltschutz),Ebenen,Ausdehnung eines räumlichen Plans
K.PLU_LaPro_NU@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Naturhaushalt/Umweltschutz),Ebenen,Raum-/Flächenplanungsobjekte nach dem Hierarchical INSPIRE Land Use Classification System auf der am besten geeigneten Ebene
K.PLU_LaPro_NU@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Naturhaushalt/Umweltschutz),Ebenen,Vorschriften zur Ergänzung der flächenhaften bodennutzungsrelevanten Zonierungen
K.PLU_LaPro_NU@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Naturhaushalt/Umweltschutz),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.PLU_LaPro_NU@senstadt,Geplante Bodennutzung im INSPIRE-Datenmodell (LaPro Programmplan Naturhaushalt/Umweltschutz),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.PLU_LaPro_NU@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/PLU_LaPro_NU
K.PLU_LaPro_NU@senstadt,Technische Angaben,Standard,WMS
K.PLU_LaPro_NU@senstadt,Technische Angaben,Version,1.0.0
K.PLU_LaPro_NU@senstadt,Technische Angaben,Version,1.1.0
K.PLU_LaPro_NU@senstadt,Technische Angaben,Version,1.1.1
K.PLU_LaPro_NU@senstadt,Technische Angaben,Version,1.3.0
K.PLU_LaPro_NU@senstadt,Technische Angaben,Operationen,GetCapabilities
K.PLU_LaPro_NU@senstadt,Technische Angaben,Operationen,GetMap
K.PLU_LaPro_NU@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.PLU_LaPro_NU@senstadt,Technische Angaben,Grafikformate,image/png
K.MsozS_SDI_2019@senstadt,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019,Kurzbeschreibung,"Gesamtindex Soziale Ungleichheit 2019: Gebietsbezogene Überlagerung des Statusindex (4 Klassen) mit dem Dynamikindex (3 Klassen) zum Status/Dynamik-Index (12 Gruppen) auf Ebene der Planungsräume (MSS 2019, Gesamtindex Soziale Ungleichheit)"
K.MsozS_SDI_2019@senstadt,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019,Koordinatensysteme,EPSG:25833
K.MsozS_SDI_2019@senstadt,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019,Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.MsozS_SDI_2019@senstadt,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019,Ebenen,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019
K.MsozS_SDI_2019@senstadt,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019,Ebenen,unbewohnte Flächen
K.MsozS_SDI_2019@senstadt,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019,Ebenen,Planungsraumgrenzen und - nummern
K.MsozS_SDI_2019@senstadt,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019,Ebenen,MSS2019 Gebiete mit niedrigem Status-Index
K.MsozS_SDI_2019@senstadt,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019,Ebenen,MSS 2019 Gebiete mit sehr niedrigem Status-Index
K.MsozS_SDI_2019@senstadt,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019,Ebenen,MSS 2019 Gebiete mit besonderem Aufmerksamkeitsbedarf
K.MsozS_SDI_2019@senstadt,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019,Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2)  der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.MsozS_SDI_2019@senstadt,Gesamtindex Soziale Ungleichheit (Status/Dynamik-Index) 2019,Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.MsozS_SDI_2019@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/MsozS_SDI_2019
K.MsozS_SDI_2019@senstadt,Technische Angaben,Standard,WMS
K.MsozS_SDI_2019@senstadt,Technische Angaben,Version,1.0.0
K.MsozS_SDI_2019@senstadt,Technische Angaben,Version,1.1.0
K.MsozS_SDI_2019@senstadt,Technische Angaben,Version,1.1.1
K.MsozS_SDI_2019@senstadt,Technische Angaben,Version,1.3.0
K.MsozS_SDI_2019@senstadt,Technische Angaben,Operationen,GetCapabilities
K.MsozS_SDI_2019@senstadt,Technische Angaben,Operationen,GetMap
K.MsozS_SDI_2019@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.MsozS_SDI_2019@senstadt,Technische Angaben,Grafikformate,image/png
K.k_gssa_esix2022@senstadt,Gesundheits- und Sozialstrukturatlas: Erwerbs- und Sozialindex 2022 (ESIx),Kurzbeschreibung,"Darstellung des Erwerbs- und Sozialindex (ESIx) des Gesundheits- und Sozialstrukturatlas (GSSA) Berlin 2022 auf der Ebene der Planungsräume. Datengrundlage bilden 12 Indikatoren aus den Dimensionen Erwerbsleben und soziale Lage. Für diese Dimensionen werden jeweils Subindizes berechnet, die schließlich zum ESIx zusammengeführt werden. Der ESIx steht als ergänzender Index zum GESIx, um z.B. Zusammenhangsanalysen mit Gesundheitsindikatoren zu ermöglichen, ohne dass sich diese gegenseitig mit den bereits in die Berechnung einbezogenen Gesundheitsindikatoren beeinflussen."
K.k_gssa_esix2022@senstadt,Gesundheits- und Sozialstrukturatlas: Erwerbs- und Sozialindex 2022 (ESIx),Koordinatensysteme,EPSG:25833
K.k_gssa_esix2022@senstadt,Gesundheits- und Sozialstrukturatlas: Erwerbs- und Sozialindex 2022 (ESIx),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_gssa_esix2022@senstadt,Gesundheits- und Sozialstrukturatlas: Erwerbs- und Sozialindex 2022 (ESIx),Ebenen,Erwerbs- und Sozialindex
K.k_gssa_esix2022@senstadt,Gesundheits- und Sozialstrukturatlas: Erwerbs- und Sozialindex 2022 (ESIx),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_gssa_esix2022@senstadt,Gesundheits- und Sozialstrukturatlas: Erwerbs- und Sozialindex 2022 (ESIx),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_gssa_esix2022@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_gssa_esix2022
K.k_gssa_esix2022@senstadt,Technische Angaben,Standard,WMS
K.k_gssa_esix2022@senstadt,Technische Angaben,Version,1.0.0
K.k_gssa_esix2022@senstadt,Technische Angaben,Version,1.1.0
K.k_gssa_esix2022@senstadt,Technische Angaben,Version,1.1.1
K.k_gssa_esix2022@senstadt,Technische Angaben,Version,1.3.0
K.k_gssa_esix2022@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_gssa_esix2022@senstadt,Technische Angaben,Operationen,GetMap
K.k_gssa_esix2022@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_gssa_esix2022@senstadt,Technische Angaben,Grafikformate,image/png
K.k_gssa_gesix2022@senstadt,Gesundheits- und Sozialstrukturatlas: Gesundheits- und Sozialindex 2022 (GESIx),Kurzbeschreibung,"Darstellung des Gesundheits- und Sozialindex (GESIx) des Gesundheits- und Sozialstrukturatlas Berlin 2022 auf der Ebene der Planungsräume. Datengrundlage bilden 20 Indikatoren aus den Dimensionen Erwerbsleben, soziale Lage und Gesundheit. Für diese drei Dimensionen werden Subindizes berechnet, die zu einem Index - GESIx - zusammengeführt werden."
K.k_gssa_gesix2022@senstadt,Gesundheits- und Sozialstrukturatlas: Gesundheits- und Sozialindex 2022 (GESIx),Koordinatensysteme,EPSG:25833
K.k_gssa_gesix2022@senstadt,Gesundheits- und Sozialstrukturatlas: Gesundheits- und Sozialindex 2022 (GESIx),Ausdehnung,"EPSG:25833: 369097,85, 5799298,14, 416865,04, 5838236,21"
K.k_gssa_gesix2022@senstadt,Gesundheits- und Sozialstrukturatlas: Gesundheits- und Sozialindex 2022 (GESIx),Ebenen,Gesundheits- und Sozialindex
K.k_gssa_gesix2022@senstadt,Gesundheits- und Sozialstrukturatlas: Gesundheits- und Sozialindex 2022 (GESIx),Nutzungsbedingungen,"Für die Nutzung der Daten ist die  Datenlizenz Deutschland - Namensnennung - Version 2.0 anzuwenden. Die Lizenz ist über https://www.govdata.de/dl-de/by-2-0 abrufbar. Der Quellenvermerk gemäß (2) der Lizenz lautet ""Geoportal Berlin / [Titel des Datensatzes]""."
K.k_gssa_gesix2022@senstadt,Gesundheits- und Sozialstrukturatlas: Gesundheits- und Sozialindex 2022 (GESIx),Zugriffsbeschränkungen,Es gelten keine Zugriffsbeschränkungen
K.k_gssa_gesix2022@senstadt,Technische Angaben,Rechneradresse,https://fbinter.stadt-berlin.de/fb/wms/senstadt/k_gssa_gesix2022
K.k_gssa_gesix2022@senstadt,Technische Angaben,Standard,WMS
K.k_gssa_gesix2022@senstadt,Technische Angaben,Version,1.0.0
K.k_gssa_gesix2022@senstadt,Technische Angaben,Version,1.1.0
K.k_gssa_gesix2022@senstadt,Technische Angaben,Version,1.1.1
K.k_gssa_gesix2022@senstadt,Technische Angaben,Version,1.3.0
K.k_gssa_gesix2022@senstadt,Technische Angaben,Operationen,GetCapabilities
K.k_gssa_gesix2022@senstadt,Technische Angaben,Operationen,GetMap
K.k_gssa_gesix2022@senstadt,Technische Angaben,Grafikformate,image/jpeg
K.k_gssa_gesix2022@senstadt,Technische Angaben,Grafikformate,image/png
